Layer Idx,Layer Name,Layer Type,Pass,Layer Class,Input Tensor dims,Input Tensor Size (Ki),Input Tensor Compression,Filter Size,Stride Size,Pad Size,Dilation Size,Group Size,Output Tensor Dims,Output Tensor Size (Ki),Output Tensor Compression,Weight Dims,Weight Tensor Compression,Weight Size (Ki),Layer MACs (M),Layer Compute OPS (M),Total Size (Ki),Input Sparsity,Output Sparsity,Parameter Sparsity,Compute Sparsity,Precision,TilingInfo
52,encoder_gelu_1,Gelu,fwd,Activation,encoder_ffn1_1(16;512;4096;1.0),65536.00,[1.0],1,1,0,1,1,encoder_gelu_1(16;512;4096;1.0),65536.00,[1.0],,[],0.00,0.00,1476.40,131072.00,[1],[1],[],1,2,{}
53,encoder_ffn2_1,Dense,fwd,ConvOther,encoder_gelu_1(16;512;4096;1.0),65536.00,[1.0],1,1,0,1,1,encoder_ffn2_1(16;512;1024;1.0),16384.00,[1.0],encoder_ffn2_1_params(4194304),[1.0],8192.00,34359.74,68719.48,90112.00,[1],[1],[1],1,2,"{'output_m': 8192, 'output_n': 1024, 'output_z': 1, 'max_k_slicing_combined': 4096, 'thread_tile_size_m': 64.0, 'thread_tile_size_n': 32, 'thread_tile_size_z': 1, 'tg_tile_size_m': 256.0, 'tg_tile_size_n': 256, 'tg_tile_size_z': 1, 'unit_tile_size_m': 409.6, 'unit_tile_size_n': 256, 'unit_tile_size_z': 1, 'unit_grid_m': 20, 'unit_grid_n': 4, 'unit_grid_z': 1, 'unit_tg_grid_m': 1.6, 'unit_tg_grid_n': 1.0, 'unit_tg_grid_z': 1.0, 'k_slicing_factor_slm': 1, 'k_slicing_factor_global': 1, 'compute_waves': 1.6, 'batch_scaling_factor': 1, 'padding_m': 0, 'padding_n': 0, 'padding_z': 0}"
54,encoder_ffn2_dropout1,Dropout,fwd,Other,encoder_ffn2_1(16;512;1024;1.0),16384.00,[1.0],1,1,0,1,1,encoder_ffn2_1(16;512;1024;1.0),16384.00,[1.0],,[],0.00,0.00,0.00,32768.00,[1],[1],[],1,2,{}
55,encoder_ffn2_res1,Add,fwd,Pointwise,"encoder_ffn2_1(16;512;1024;1.0),encoder_att_out_layernorm1(16;512;1024;1.0)",32768.00,"[1.0, 1.0]",1,1,0,1,1,encoder_ffn2_res1(16;512;1024;1.0),16384.00,[1.0],,[],0.00,0.00,8.39,49152.00,"[1, 1]",[1],[],1,2,{}
56,encoder_ffn2_layernorm1,LayerNorm,fwd,ConvOther,encoder_ffn2_res1(16;512;1024;1.0),16384.00,[1.0],1,1,0,1,1,encoder_ffn2_layernorm1(16;512;1024;1.0),16384.00,[1.0],,[],0.00,8.39,67.13,32768.00,[1],[1],[],1,2,{}
57,encoder_q_proj2,Dense,fwd,ConvOther,encoder_ffn2_layernorm1(16;512;1024;1.0),16384.00,[1.0],1,1,0,1,1,encoder_q_proj2(16;512;1024.0;1.0),16384.00,[1.0],encoder_q_proj2_params(1048576.0),[1.0],2048.00,8589.93,17179.87,34816.00,[1],[1],[1],1,2,"{'output_m': 8192, 'output_n': 1024.0, 'output_z': 1, 'max_k_slicing_combined': 1024, 'thread_tile_size_m': 64.0, 'thread_tile_size_n': 32, 'thread_tile_size_z': 1, 'tg_tile_size_m': 256.0, 'tg_tile_size_n': 256, 'tg_tile_size_z': 1, 'unit_tile_size_m': 409.6, 'unit_tile_size_n': 256, 'unit_tile_size_z': 1, 'unit_grid_m': 20, 'unit_grid_n': 4, 'unit_grid_z': 1, 'unit_tg_grid_m': 1.6, 'unit_tg_grid_n': 1.0, 'unit_tg_grid_z': 1.0, 'k_slicing_factor_slm': 1, 'k_slicing_factor_global': 1, 'compute_waves': 1.6, 'batch_scaling_factor': 1, 'padding_m': 0, 'padding_n': 0, 'padding_z': 0}"
58,encoder_q_reshape2,Reshape,fwd,TensorLayout,encoder_q_proj2(16;512;1024.0;1.0),16384.00,[1.0],1,1,0,1,1,encoder_q_reshape2(16;512;16;64.0),16384.00,[1.0],,[],0.00,0.00,8.39,32768.00,[1],[1],[],1,2,{}
59,encoder_q_trans2,Transpose,fwd,TensorLayout,encoder_q_reshape2(16;512;16;64.0),16384.00,[1.0],1,1,0,1,1,encoder_q_trans2(16;16;512;64.0),16384.00,[1.0],,[],0.00,0.00,8.39,32768.00,[1],[1],[],1,2,{}
60,encoder_k_proj2,Dense,fwd,ConvOther,encoder_ffn2_layernorm1(16;512;1024;1.0),16384.00,[1.0],1,1,0,1,1,encoder_k_proj2(16;512;1024.0;1.0),16384.00,[1.0],encoder_k_proj2_params(1048576.0),[1.0],2048.00,8589.93,17179.87,34816.00,[1],[1],[1],1,2,"{'output_m': 8192, 'output_n': 1024.0, 'output_z': 1, 'max_k_slicing_combined': 1024, 'thread_tile_size_m': 64.0, 'thread_tile_size_n': 32, 'thread_tile_size_z': 1, 'tg_tile_size_m': 256.0, 'tg_tile_size_n': 256, 'tg_tile_size_z': 1, 'unit_tile_size_m': 409.6, 'unit_tile_size_n': 256, 'unit_tile_size_z': 1, 'unit_grid_m': 20, 'unit_grid_n': 4, 'unit_grid_z': 1, 'unit_tg_grid_m': 1.6, 'unit_tg_grid_n': 1.0, 'unit_tg_grid_z': 1.0, 'k_slicing_factor_slm': 1, 'k_slicing_factor_global': 1, 'compute_waves': 1.6, 'batch_scaling_factor': 1, 'padding_m': 0, 'padding_n': 0, 'padding_z': 0}"
61,encoder_k_reshape2,Reshape,fwd,TensorLayout,encoder_k_proj2(16;512;1024.0;1.0),16384.00,[1.0],1,1,0,1,1,encoder_k_reshape2(16;512;16;64.0),16384.00,[1.0],,[],0.00,0.00,8.39,32768.00,[1],[1],[],1,2,{}
62,encoder_k_trans2,Transpose,fwd,TensorLayout,encoder_k_reshape2(16;512;16;64.0),16384.00,[1.0],1,1,0,1,1,encoder_k_trans2(16;16;64.0;512),16384.00,[1.0],,[],0.00,0.00,8.39,32768.00,[1],[1],[],1,2,{}
63,encoder_v_proj2,Dense,fwd,ConvOther,encoder_ffn2_layernorm1(16;512;1024;1.0),16384.00,[1.0],1,1,0,1,1,encoder_v_proj2(16;512;1024.0;1.0),16384.00,[1.0],encoder_v_proj2_params(1048576.0),[1.0],2048.00,8589.93,17179.87,34816.00,[1],[1],[1],1,2,"{'output_m': 8192, 'output_n': 1024.0, 'output_z': 1, 'max_k_slicing_combined': 1024, 'thread_tile_size_m': 64.0, 'thread_tile_size_n': 32, 'thread_tile_size_z': 1, 'tg_tile_size_m': 256.0, 'tg_tile_size_n': 256, 'tg_tile_size_z': 1, 'unit_tile_size_m': 409.6, 'unit_tile_size_n': 256, 'unit_tile_size_z': 1, 'unit_grid_m': 20, 'unit_grid_n': 4, 'unit_grid_z': 1, 'unit_tg_grid_m': 1.6, 'unit_tg_grid_n': 1.0, 'unit_tg_grid_z': 1.0, 'k_slicing_factor_slm': 1, 'k_slicing_factor_global': 1, 'compute_waves': 1.6, 'batch_scaling_factor': 1, 'padding_m': 0, 'padding_n': 0, 'padding_z': 0}"
64,encoder_v_reshape2,Reshape,fwd,TensorLayout,encoder_v_proj2(16;512;1024.0;1.0),16384.00,[1.0],1,1,0,1,1,encoder_v_reshape2(16;512;16;64.0),16384.00,[1.0],,[],0.00,0.00,8.39,32768.00,[1],[1],[],1,2,{}
65,encoder_v_trans2,Transpose,fwd,TensorLayout,encoder_v_reshape2(16;512;16;64.0),16384.00,[1.0],1,1,0,1,1,encoder_v_trans2(16;16;512;64.0),16384.00,[1.0],,[],0.00,0.00,8.39,32768.00,[1],[1],[],1,2,{}
66,encoder_qk_mul2,MatMul,fwd,ConvOther,"encoder_q_trans2(16;16;512;64.0),encoder_k_trans2(16;16;64.0;512)",32768.00,"[1.0, 1.0]",1,1,0,1,1,encoder_qk_mul2(16;16;512;512),131072.00,[1.0],,[],0.00,4294.97,8589.93,163840.00,"[1, 1]",[1],[],1,2,"{'output_m': 512, 'output_n': 512, 'output_z': 1, 'max_k_slicing_combined': 64.0, 'thread_tile_size_m': 64.0, 'thread_tile_size_n': 32, 'thread_tile_size_z': 1, 'tg_tile_size_m': 256.0, 'tg_tile_size_n': 256, 'tg_tile_size_z': 1, 'unit_tile_size_m': 256.0, 'unit_tile_size_n': 256, 'unit_tile_size_z': 1, 'unit_grid_m': 2, 'unit_grid_n': 2, 'unit_grid_z': 1, 'unit_tg_grid_m': 1.0, 'unit_tg_grid_n': 1.0, 'unit_tg_grid_z': 1.0, 'k_slicing_factor_slm': 1, 'k_slicing_factor_global': 1, 'compute_waves': 13.0, 'batch_scaling_factor': 256, 'padding_m': 0, 'padding_n': 0, 'padding_z': 0}"
67,encoder_qk_smax2,SoftMax,fwd,Activation,encoder_qk_mul2(16;16;512;512),131072.00,[1.0],1,1,0,1,1,encoder_qk_smax2(16;16;512;512),131072.00,[1.0],,[],0.00,0.00,2415.92,262144.00,[1],[1],[],1,2,{}
68,encoder_qk_dropout2,Dropout,fwd,Other,encoder_qk_smax2(16;16;512;512),131072.00,[1.0],1,1,0,1,1,encoder_qk_smax2(16;16;512;512),131072.00,[1.0],,[],0.00,0.00,0.00,262144.00,[1],[1],[],1,2,{}
69,encoder_qkv_mul2,MatMul,fwd,ConvOther,"encoder_qk_smax2(16;16;512;512),encoder_v_trans2(16;16;512;64.0)",147456.00,"[1.0, 1.0]",1,1,0,1,1,encoder_qkv_mul2(16;16;512;64.0),16384.00,[1.0],,[],0.00,4294.97,8589.93,163840.00,"[1, 1]",[1],[],1,2,"{'output_m': 512, 'output_n': 64.0, 'output_z': 1, 'max_k_slicing_combined': 512, 'thread_tile_size_m': 64.0, 'thread_tile_size_n': 32, 'thread_tile_size_z': 1, 'tg_tile_size_m': 512.0, 'tg_tile_size_n': 64, 'tg_tile_size_z': 1, 'unit_tile_size_m': 512.0, 'unit_tile_size_n': 64, 'unit_tile_size_z': 1, 'unit_grid_m': 1, 'unit_grid_n': 1, 'unit_grid_z': 1, 'unit_tg_grid_m': 1.0, 'unit_tg_grid_n': 1.0, 'unit_tg_grid_z': 1.0, 'k_slicing_factor_slm': 1, 'k_slicing_factor_global': 1, 'compute_waves': 2.0, 'batch_scaling_factor': 256, 'padding_m': 0, 'padding_n': 0, 'padding_z': 0}"
70,encoder_qkv_mul_trans2,Transpose,fwd,TensorLayout,encoder_qkv_mul2(16;16;512;64.0),16384.00,[1.0],1,1,0,1,1,encoder_qkv_mul_trans2(16;512;16;64.0),16384.00,[1.0],,[],0.00,0.00,8.39,32768.00,[1],[1],[],1,2,{}
71,encoder_qkv_mul_reshape2,Reshape,fwd,TensorLayout,encoder_qkv_mul_trans2(16;512;16;64.0),16384.00,[1.0],1,1,0,1,1,encoder_qkv_mul_reshape2(16;512;1024;1.0),16384.00,[1.0],,[],0.00,0.00,8.39,32768.00,[1],[1],[],1,2,{}
72,encoder_att_out_project2,Dense,fwd,ConvOther,encoder_qkv_mul_reshape2(16;512;1024;1.0),16384.00,[1.0],1,1,0,1,1,encoder_att_out_project2(16;512;1024;1.0),16384.00,[1.0],encoder_att_out_project2_params(1048576),[1.0],2048.00,8589.93,17179.87,34816.00,[1],[1],[1],1,2,"{'output_m': 8192, 'output_n': 1024, 'output_z': 1, 'max_k_slicing_combined': 1024, 'thread_tile_size_m': 64.0, 'thread_tile_size_n': 32, 'thread_tile_size_z': 1, 'tg_tile_size_m': 256.0, 'tg_tile_size_n': 256, 'tg_tile_size_z': 1, 'unit_tile_size_m': 409.6, 'unit_tile_size_n': 256, 'unit_tile_size_z': 1, 'unit_grid_m': 20, 'unit_grid_n': 4, 'unit_grid_z': 1, 'unit_tg_grid_m': 1.6, 'unit_tg_grid_n': 1.0, 'unit_tg_grid_z': 1.0, 'k_slicing_factor_slm': 1, 'k_slicing_factor_global': 1, 'compute_waves': 1.6, 'batch_scaling_factor': 1, 'padding_m': 0, 'padding_n': 0, 'padding_z': 0}"
73,encoder_att_out_dropout2,Dropout,fwd,Other,encoder_att_out_project2(16;512;1024;1.0),16384.00,[1.0],1,1,0,1,1,encoder_att_out_project2(16;512;1024;1.0),16384.00,[1.0],,[],0.00,0.00,0.00,32768.00,[1],[1],[],1,2,{}
74,encoder_att_out_res2,Add,fwd,Pointwise,"encoder_att_out_project2(16;512;1024;1.0),encoder_ffn2_layernorm1(16;512;1024;1.0)",32768.00,"[1.0, 1.0]",1,1,0,1,1,encoder_att_out_res2(16;512;1024;1.0),16384.00,[1.0],,[],0.00,0.00,8.39,49152.00,"[1, 1]",[1],[],1,2,{}
75,encoder_att_out_layernorm2,LayerNorm,fwd,ConvOther,encoder_att_out_res2(16;512;1024;1.0),16384.00,[1.0],1,1,0,1,1,encoder_att_out_layernorm2(16;512;1024;1.0),16384.00,[1.0],,[],0.00,8.39,67.13,32768.00,[1],[1],[],1,2,{}
76,encoder_ffn1_2,Dense,fwd,ConvOther,encoder_att_out_layernorm2(16;512;1024;1.0),16384.00,[1.0],1,1,0,1,1,encoder_ffn1_2(16;512;4096;1.0),65536.00,[1.0],encoder_ffn1_2_params(4194304),[1.0],8192.00,34359.74,68719.48,90112.00,[1],[1],[1],1,2,"{'output_m': 8192, 'output_n': 4096, 'output_z': 1, 'max_k_slicing_combined': 1024, 'thread_tile_size_m': 64.0, 'thread_tile_size_n': 32, 'thread_tile_size_z': 1, 'tg_tile_size_m': 256.0, 'tg_tile_size_n': 256, 'tg_tile_size_z': 1, 'unit_tile_size_m': 819.2, 'unit_tile_size_n': 512.0, 'unit_tile_size_z': 1, 'unit_grid_m': 10, 'unit_grid_n': 8, 'unit_grid_z': 1, 'unit_tg_grid_m': 3.2, 'unit_tg_grid_n': 2.0, 'unit_tg_grid_z': 1.0, 'k_slicing_factor_slm': 1, 'k_slicing_factor_global': 1, 'compute_waves': 6.4, 'batch_scaling_factor': 1, 'padding_m': 0, 'padding_n': 0, 'padding_z': 0}"
77,encoder_gelu_2,Gelu,fwd,Activation,encoder_ffn1_2(16;512;4096;1.0),65536.00,[1.0],1,1,0,1,1,encoder_gelu_2(16;512;4096;1.0),65536.00,[1.0],,[],0.00,0.00,1476.40,131072.00,[1],[1],[],1,2,{}
78,encoder_ffn2_2,Dense,fwd,ConvOther,encoder_gelu_2(16;512;4096;1.0),65536.00,[1.0],1,1,0,1,1,encoder_ffn2_2(16;512;1024;1.0),16384.00,[1.0],encoder_ffn2_2_params(4194304),[1.0],8192.00,34359.74,68719.48,90112.00,[1],[1],[1],1,2,"{'output_m': 8192, 'output_n': 1024, 'output_z': 1, 'max_k_slicing_combined': 4096, 'thread_tile_size_m': 64.0, 'thread_tile_size_n': 32, 'thread_tile_size_z': 1, 'tg_tile_size_m': 256.0, 'tg_tile_size_n': 256, 'tg_tile_size_z': 1, 'unit_tile_size_m': 409.6, 'unit_tile_size_n': 256, 'unit_tile_size_z': 1, 'unit_grid_m': 20, 'unit_grid_n': 4, 'unit_grid_z': 1, 'unit_tg_grid_m': 1.6, 'unit_tg_grid_n': 1.0, 'unit_tg_grid_z': 1.0, 'k_slicing_factor_slm': 1, 'k_slicing_factor_global': 1, 'compute_waves': 1.6, 'batch_scaling_factor': 1, 'padding_m': 0, 'padding_n': 0, 'padding_z': 0}"
79,encoder_ffn2_dropout2,Dropout,fwd,Other,encoder_ffn2_2(16;512;1024;1.0),16384.00,[1.0],1,1,0,1,1,encoder_ffn2_2(16;512;1024;1.0),16384.00,[1.0],,[],0.00,0.00,0.00,32768.00,[1],[1],[],1,2,{}
80,encoder_ffn2_res2,Add,fwd,Pointwise,"encoder_ffn2_2(16;512;1024;1.0),encoder_att_out_layernorm2(16;512;1024;1.0)",32768.00,"[1.0, 1.0]",1,1,0,1,1,encoder_ffn2_res2(16;512;1024;1.0),16384.00,[1.0],,[],0.00,0.00,8.39,49152.00,"[1, 1]",[1],[],1,2,{}
81,encoder_ffn2_layernorm2,LayerNorm,fwd,ConvOther,encoder_ffn2_res2(16;512;1024;1.0),16384.00,[1.0],1,1,0,1,1,encoder_ffn2_layernorm2(16;512;1024;1.0),16384.00,[1.0],,[],0.00,8.39,67.13,32768.00,[1],[1],[],1,2,{}
82,encoder_q_proj3,Dense,fwd,ConvOther,encoder_ffn2_layernorm2(16;512;1024;1.0),16384.00,[1.0],1,1,0,1,1,encoder_q_proj3(16;512;1024.0;1.0),16384.00,[1.0],encoder_q_proj3_params(1048576.0),[1.0],2048.00,8589.93,17179.87,34816.00,[1],[1],[1],1,2,"{'output_m': 8192, 'output_n': 1024.0, 'output_z': 1, 'max_k_slicing_combined': 1024, 'thread_tile_size_m': 64.0, 'thread_tile_size_n': 32, 'thread_tile_size_z': 1, 'tg_tile_size_m': 256.0, 'tg_tile_size_n': 256, 'tg_tile_size_z': 1, 'unit_tile_size_m': 409.6, 'unit_tile_size_n': 256, 'unit_tile_size_z': 1, 'unit_grid_m': 20, 'unit_grid_n': 4, 'unit_grid_z': 1, 'unit_tg_grid_m': 1.6, 'unit_tg_grid_n': 1.0, 'unit_tg_grid_z': 1.0, 'k_slicing_factor_slm': 1, 'k_slicing_factor_global': 1, 'compute_waves': 1.6, 'batch_scaling_factor': 1, 'padding_m': 0, 'padding_n': 0, 'padding_z': 0}"
83,encoder_q_reshape3,Reshape,fwd,TensorLayout,encoder_q_proj3(16;512;1024.0;1.0),16384.00,[1.0],1,1,0,1,1,encoder_q_reshape3(16;512;16;64.0),16384.00,[1.0],,[],0.00,0.00,8.39,32768.00,[1],[1],[],1,2,{}
84,encoder_q_trans3,Transpose,fwd,TensorLayout,encoder_q_reshape3(16;512;16;64.0),16384.00,[1.0],1,1,0,1,1,encoder_q_trans3(16;16;512;64.0),16384.00,[1.0],,[],0.00,0.00,8.39,32768.00,[1],[1],[],1,2,{}
85,encoder_k_proj3,Dense,fwd,ConvOther,encoder_ffn2_layernorm2(16;512;1024;1.0),16384.00,[1.0],1,1,0,1,1,encoder_k_proj3(16;512;1024.0;1.0),16384.00,[1.0],encoder_k_proj3_params(1048576.0),[1.0],2048.00,8589.93,17179.87,34816.00,[1],[1],[1],1,2,"{'output_m': 8192, 'output_n': 1024.0, 'output_z': 1, 'max_k_slicing_combined': 1024, 'thread_tile_size_m': 64.0, 'thread_tile_size_n': 32, 'thread_tile_size_z': 1, 'tg_tile_size_m': 256.0, 'tg_tile_size_n': 256, 'tg_tile_size_z': 1, 'unit_tile_size_m': 409.6, 'unit_tile_size_n': 256, 'unit_tile_size_z': 1, 'unit_grid_m': 20, 'unit_grid_n': 4, 'unit_grid_z': 1, 'unit_tg_grid_m': 1.6, 'unit_tg_grid_n': 1.0, 'unit_tg_grid_z': 1.0, 'k_slicing_factor_slm': 1, 'k_slicing_factor_global': 1, 'compute_waves': 1.6, 'batch_scaling_factor': 1, 'padding_m': 0, 'padding_n': 0, 'padding_z': 0}"
86,encoder_k_reshape3,Reshape,fwd,TensorLayout,encoder_k_proj3(16;512;1024.0;1.0),16384.00,[1.0],1,1,0,1,1,encoder_k_reshape3(16;512;16;64.0),16384.00,[1.0],,[],0.00,0.00,8.39,32768.00,[1],[1],[],1,2,{}
87,encoder_k_trans3,Transpose,fwd,TensorLayout,encoder_k_reshape3(16;512;16;64.0),16384.00,[1.0],1,1,0,1,1,encoder_k_trans3(16;16;64.0;512),16384.00,[1.0],,[],0.00,0.00,8.39,32768.00,[1],[1],[],1,2,{}
88,encoder_v_proj3,Dense,fwd,ConvOther,encoder_ffn2_layernorm2(16;512;1024;1.0),16384.00,[1.0],1,1,0,1,1,encoder_v_proj3(16;512;1024.0;1.0),16384.00,[1.0],encoder_v_proj3_params(1048576.0),[1.0],2048.00,8589.93,17179.87,34816.00,[1],[1],[1],1,2,"{'output_m': 8192, 'output_n': 1024.0, 'output_z': 1, 'max_k_slicing_combined': 1024, 'thread_tile_size_m': 64.0, 'thread_tile_size_n': 32, 'thread_tile_size_z': 1, 'tg_tile_size_m': 256.0, 'tg_tile_size_n': 256, 'tg_tile_size_z': 1, 'unit_tile_size_m': 409.6, 'unit_tile_size_n': 256, 'unit_tile_size_z': 1, 'unit_grid_m': 20, 'unit_grid_n': 4, 'unit_grid_z': 1, 'unit_tg_grid_m': 1.6, 'unit_tg_grid_n': 1.0, 'unit_tg_grid_z': 1.0, 'k_slicing_factor_slm': 1, 'k_slicing_factor_global': 1, 'compute_waves': 1.6, 'batch_scaling_factor': 1, 'padding_m': 0, 'padding_n': 0, 'padding_z': 0}"
89,encoder_v_reshape3,Reshape,fwd,TensorLayout,encoder_v_proj3(16;512;1024.0;1.0),16384.00,[1.0],1,1,0,1,1,encoder_v_reshape3(16;512;16;64.0),16384.00,[1.0],,[],0.00,0.00,8.39,32768.00,[1],[1],[],1,2,{}
90,encoder_v_trans3,Transpose,fwd,TensorLayout,encoder_v_reshape3(16;512;16;64.0),16384.00,[1.0],1,1,0,1,1,encoder_v_trans3(16;16;512;64.0),16384.00,[1.0],,[],0.00,0.00,8.39,32768.00,[1],[1],[],1,2,{}
91,encoder_qk_mul3,MatMul,fwd,ConvOther,"encoder_q_trans3(16;16;512;64.0),encoder_k_trans3(16;16;64.0;512)",32768.00,"[1.0, 1.0]",1,1,0,1,1,encoder_qk_mul3(16;16;512;512),131072.00,[1.0],,[],0.00,4294.97,8589.93,163840.00,"[1, 1]",[1],[],1,2,"{'output_m': 512, 'output_n': 512, 'output_z': 1, 'max_k_slicing_combined': 64.0, 'thread_tile_size_m': 64.0, 'thread_tile_size_n': 32, 'thread_tile_size_z': 1, 'tg_tile_size_m': 256.0, 'tg_tile_size_n': 256, 'tg_tile_size_z': 1, 'unit_tile_size_m': 256.0, 'unit_tile_size_n': 256, 'unit_tile_size_z': 1, 'unit_grid_m': 2, 'unit_grid_n': 2, 'unit_grid_z': 1, 'unit_tg_grid_m': 1.0, 'unit_tg_grid_n': 1.0, 'unit_tg_grid_z': 1.0, 'k_slicing_factor_slm': 1, 'k_slicing_factor_global': 1, 'compute_waves': 13.0, 'batch_scaling_factor': 256, 'padding_m': 0, 'padding_n': 0, 'padding_z': 0}"
92,encoder_qk_smax3,SoftMax,fwd,Activation,encoder_qk_mul3(16;16;512;512),131072.00,[1.0],1,1,0,1,1,encoder_qk_smax3(16;16;512;512),131072.00,[1.0],,[],0.00,0.00,2415.92,262144.00,[1],[1],[],1,2,{}
93,encoder_qk_dropout3,Dropout,fwd,Other,encoder_qk_smax3(16;16;512;512),131072.00,[1.0],1,1,0,1,1,encoder_qk_smax3(16;16;512;512),131072.00,[1.0],,[],0.00,0.00,0.00,262144.00,[1],[1],[],1,2,{}
94,encoder_qkv_mul3,MatMul,fwd,ConvOther,"encoder_qk_smax3(16;16;512;512),encoder_v_trans3(16;16;512;64.0)",147456.00,"[1.0, 1.0]",1,1,0,1,1,encoder_qkv_mul3(16;16;512;64.0),16384.00,[1.0],,[],0.00,4294.97,8589.93,163840.00,"[1, 1]",[1],[],1,2,"{'output_m': 512, 'output_n': 64.0, 'output_z': 1, 'max_k_slicing_combined': 512, 'thread_tile_size_m': 64.0, 'thread_tile_size_n': 32, 'thread_tile_size_z': 1, 'tg_tile_size_m': 512.0, 'tg_tile_size_n': 64, 'tg_tile_size_z': 1, 'unit_tile_size_m': 512.0, 'unit_tile_size_n': 64, 'unit_tile_size_z': 1, 'unit_grid_m': 1, 'unit_grid_n': 1, 'unit_grid_z': 1, 'unit_tg_grid_m': 1.0, 'unit_tg_grid_n': 1.0, 'unit_tg_grid_z': 1.0, 'k_slicing_factor_slm': 1, 'k_slicing_factor_global': 1, 'compute_waves': 2.0, 'batch_scaling_factor': 256, 'padding_m': 0, 'padding_n': 0, 'padding_z': 0}"
95,encoder_qkv_mul_trans3,Transpose,fwd,TensorLayout,encoder_qkv_mul3(16;16;512;64.0),16384.00,[1.0],1,1,0,1,1,encoder_qkv_mul_trans3(16;512;16;64.0),16384.00,[1.0],,[],0.00,0.00,8.39,32768.00,[1],[1],[],1,2,{}
96,encoder_qkv_mul_reshape3,Reshape,fwd,TensorLayout,encoder_qkv_mul_trans3(16;512;16;64.0),16384.00,[1.0],1,1,0,1,1,encoder_qkv_mul_reshape3(16;512;1024;1.0),16384.00,[1.0],,[],0.00,0.00,8.39,32768.00,[1],[1],[],1,2,{}
97,encoder_att_out_project3,Dense,fwd,ConvOther,encoder_qkv_mul_reshape3(16;512;1024;1.0),16384.00,[1.0],1,1,0,1,1,encoder_att_out_project3(16;512;1024;1.0),16384.00,[1.0],encoder_att_out_project3_params(1048576),[1.0],2048.00,8589.93,17179.87,34816.00,[1],[1],[1],1,2,"{'output_m': 8192, 'output_n': 1024, 'output_z': 1, 'max_k_slicing_combined': 1024, 'thread_tile_size_m': 64.0, 'thread_tile_size_n': 32, 'thread_tile_size_z': 1, 'tg_tile_size_m': 256.0, 'tg_tile_size_n': 256, 'tg_tile_size_z': 1, 'unit_tile_size_m': 409.6, 'unit_tile_size_n': 256, 'unit_tile_size_z': 1, 'unit_grid_m': 20, 'unit_grid_n': 4, 'unit_grid_z': 1, 'unit_tg_grid_m': 1.6, 'unit_tg_grid_n': 1.0, 'unit_tg_grid_z': 1.0, 'k_slicing_factor_slm': 1, 'k_slicing_factor_global': 1, 'compute_waves': 1.6, 'batch_scaling_factor': 1, 'padding_m': 0, 'padding_n': 0, 'padding_z': 0}"
98,encoder_att_out_dropout3,Dropout,fwd,Other,encoder_att_out_project3(16;512;1024;1.0),16384.00,[1.0],1,1,0,1,1,encoder_att_out_project3(16;512;1024;1.0),16384.00,[1.0],,[],0.00,0.00,0.00,32768.00,[1],[1],[],1,2,{}
99,encoder_att_out_res3,Add,fwd,Pointwise,"encoder_att_out_project3(16;512;1024;1.0),encoder_ffn2_layernorm2(16;512;1024;1.0)",32768.00,"[1.0, 1.0]",1,1,0,1,1,encoder_att_out_res3(16;512;1024;1.0),16384.00,[1.0],,[],0.00,0.00,8.39,49152.00,"[1, 1]",[1],[],1,2,{}
100,encoder_att_out_layernorm3,LayerNorm,fwd,ConvOther,encoder_att_out_res3(16;512;1024;1.0),16384.00,[1.0],1,1,0,1,1,encoder_att_out_layernorm3(16;512;1024;1.0),16384.00,[1.0],,[],0.00,8.39,67.13,32768.00,[1],[1],[],1,2,{}
101,encoder_ffn1_3,Dense,fwd,ConvOther,encoder_att_out_layernorm3(16;512;1024;1.0),16384.00,[1.0],1,1,0,1,1,encoder_ffn1_3(16;512;4096;1.0),65536.00,[1.0],encoder_ffn1_3_params(4194304),[1.0],8192.00,34359.74,68719.48,90112.00,[1],[1],[1],1,2,"{'output_m': 8192, 'output_n': 4096, 'output_z': 1, 'max_k_slicing_combined': 1024, 'thread_tile_size_m': 64.0, 'thread_tile_size_n': 32, 'thread_tile_size_z': 1, 'tg_tile_size_m': 256.0, 'tg_tile_size_n': 256, 'tg_tile_size_z': 1, 'unit_tile_size_m': 819.2, 'unit_tile_size_n': 512.0, 'unit_tile_size_z': 1, 'unit_grid_m': 10, 'unit_grid_n': 8, 'unit_grid_z': 1, 'unit_tg_grid_m': 3.2, 'unit_tg_grid_n': 2.0, 'unit_tg_grid_z': 1.0, 'k_slicing_factor_slm': 1, 'k_slicing_factor_global': 1, 'compute_waves': 6.4, 'batch_scaling_factor': 1, 'padding_m': 0, 'padding_n': 0, 'padding_z': 0}"
102,encoder_gelu_3,Gelu,fwd,Activation,encoder_ffn1_3(16;512;4096;1.0),65536.00,[1.0],1,1,0,1,1,encoder_gelu_3(16;512;4096;1.0),65536.00,[1.0],,[],0.00,0.00,1476.40,131072.00,[1],[1],[],1,2,{}
